laptop_model,brand,price,num_votes,ratings,thickness,weight,warranty,screen_size,resolution_width,resolution_height,ppi,threads,ram,antiglare,aspect_ratio,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,inbuilt_microphone,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd,popularity,quality_type,ppi_type
Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,75999,68.0,4.35,medium,medium,1.0,14.0,1920.0,1080.0,157,12.0,8,1,16:9,0,10.0,45.0,,1,1,0,0,0,0,1,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,medium,high
Lenovo Thinkpad E14 G4 21E3S02M00 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),Lenovo,133000,61.0,4.2,medium,medium,1.0,14.0,1920.0,1080.0,157,12.0,16,1,16:9,0,10.0,45.0,,1,1,0,0,0,0,1,1,1,1.0,1.0,1.0,12.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0,regular,low,high
LG Gram 2 in 1 16 Laptop (13th Gen Core i5/ 8GB/ 256GB SSD/ Win11),LG,205000,70.0,4.45,slim,lite,1.0,16.0,1600.0,2560.0,189,16.0,8,0,16:10,1,12.0,80.0,,0,0,0,1,0,0,1,1,1,0.0,1.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,256.0,regular,medium,high
LG Gram 16 2023 16Z90R Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),LG,142990,55.0,4.55,slim,lite,1.0,16.0,1600.0,2560.0,189,16.0,16,1,16:10,0,12.0,90.0,,1,0,0,1,0,0,1,1,1,0.0,2.0,2.0,13.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,high
LG Gram 17 2023 17Z90R-G.CH77A2 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graphic),LG,146990,89.0,4.75,slim,lite,1.0,17.0,1600.0,2560.0,147,16.0,16,1,16:10,0,12.0,90.0,,1,0,0,1,0,0,1,1,1,0.0,2.0,2.0,13.0,intel,i7,nvidia,4.0,rtx3050,0,0,1,0,,1024.0,regular,high,high
LG UltraPC 16 16U70R-G.AH76A2 Laptop (AMD Ryzen7-7730U/ 16GB/ 512GB SSD/ Win11),LG,89799,94.0,4.6,slim,medium,1.0,16.0,1920.0,1200.0,142,16.0,16,1,16:10,1,8.0,72.0,,1,0,0,0,0,0,1,1,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,medium
AXL Vayu Book LAP02 Laptop (Celeron N4020/ 4GB/ 256GB SSD / Win11 Home),AXL,15990,124.0,4.05,,,1.0,15.6,1920.0,1080.0,141,2.0,4,1,16:9,0,2.0,18.5,2.0,1,0,0,0,0,0,0,0,1,1.0,1.0,0.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0,regular,low,medium
MSI Modern 14 C7M-218IN Laptop (Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),MSI,59990,81.0,4.75,medium,lite,1.0,14.0,1920.0,1080.0,157,16.0,16,1,,0,8.0,39.3,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,high,high
Dell Inspiron 3525 D560927WIN9S Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),Dell,40890,97.0,4.25,,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,0,,0,6.0,41.0,3.0,1,0,1,0,0,0,0,0,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,low,medium
MSI Modern 14 C12M-444IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),MSI,37990,93.0,4.4,medium,lite,1.0,14.0,1920.0,1080.0,157,8.0,16,1,,0,6.0,,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus Vivobook 14X 90NB11H2-M004D0 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),Asus,63990,90.0,4.1,medium,lite,1.0,14.0,1920.0,1200.0,162,12.0,16,1,16:10,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1,0.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,high
Lenovo V15 G2 ALC 82KDA01YIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ DOS),Lenovo,35990,127.0,4.4,,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,,2.0,1,1,0,0,0,0,0,0,1,1.0,1.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,medium,medium
Lenovo ThinkBook 15 G3 ACL 21A4A08VIH Laptop (AMD Ryzen 5 5500U/ 8 GB/ 512 GB SSD/ Win11 Home),Lenovo,41490,106.0,4.1,,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,45.0,3.0,1,1,1,0,0,0,0,1,1,2.0,2.0,0.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
Asus Vivobook Pro 15 M6500QF-HN521WS Laptop (Ryzen 5 5600HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,53990,276.0,4.55,,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,1,16:9,0,6.0,50.0,3.0,1,0,0,1,0,0,1,0,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,popular,high,medium
Asus Vivobook Pro 15 M6500QF-HN741WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,64990,110.0,4.1,,medium,1.0,15.6,1920.0,1080.0,141,16.0,16,1,16:9,0,8.0,50.0,3.0,1,0,0,1,0,0,1,0,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,low,medium
HP Victus 16 7K4J6PAACJ Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,59990,66.0,4.55,thick,heavy,1.0,16.1,1920.0,1080.0,137,12.0,8,1,16:9,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,high,low
Acer Aspire 7 A715-76G UN.QMESI.003 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,51990,314.0,4.2,medium,heavy,1.0,15.6,1920.0,1080.0,141,12.0,16,0,,0,8.0,,3.0,1,1,0,0,0,0,1,0,1,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,gtx1650,0,0,1,0,,512.0,popular,low,medium
Asus VivoBook 14 X415EA-EK326WS Notebook (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Asus,37990,156.0,4.15,medium,medium,1.0,14.0,1920.0,1080.0,157,4.0,8,1,16:9,0,2.0,37.0,2.0,1,0,0,0,0,0,0,1,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,high
Lenovo V15 G4 82YU00W6IN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ DOS),Lenovo,31499,103.0,4.3,medium,medium,1.0,15.6,1920.0,1080.0,147,8.0,8,1,,0,4.0,,,1,1,1,0,0,0,0,0,1,0.0,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,regular,medium,high
Asus VivoBook 15 X515EA-EJ328WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,35990,4833.0,4.3,,medium,1.0,15.6,1920.0,1080.0,141,4.0,8,1,16:9,0,2.0,37.0,2.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,viral,medium,medium
Asus Vivobook S15 OLED 2023 S5504VA-MA554WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Asus,94990,91.0,4.4,slim,medium,1.0,15.6,2880.0,1620.0,212,16.0,16,1,16:9,0,12.0,,4.0,1,0,0,1,0,0,1,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,1024.0,regular,medium,high
Dell Alienware x14 R2 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graph),Dell,208990,51.0,4.1,slim,medium,1.0,14.0,2560.0,1600.0,216,16.0,16,1,16:9,0,10.0,80.5,6.0,1,0,0,1,0,0,1,0,1,0.0,1.0,3.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0,regular,low,high
Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),Lenovo,36990,106.0,4.6,,,1.0,15.6,1920.0,1080.0,141,8.0,8,1,,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium
Lenovo Thinkpad E14 20TA00J2IG Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),Lenovo,74000,90.0,4.4,,,3.0,14.0,1920.0,1080.0,157,8.0,16,1,,0,4.0,45.0,3.0,1,1,0,1,0,0,1,0,1,1.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
Lenovo V15 G3 82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,31990,214.0,4.15,medium,medium,1.0,15.6,1920.0,1080.0,147,8.0,8,1,,0,4.0,38.0,,1,1,1,0,0,0,0,0,1,1.0,1.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0,popular,low,high
Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),Lenovo,51999,81.0,4.6,,,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,10.0,38.0,2.0,1,1,0,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,medium
Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,49990,108.0,4.65,,,1.0,14.0,1920.0,1080.0,157,12.0,8,1,,0,10.0,38.0,2.0,1,1,0,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,high,high
Lenovo V14 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,36490,111.0,4.3,,,1.0,14.0,1920.0,1080.0,157,8.0,8,1,,0,6.0,38.0,2.0,1,1,0,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,medium,high
Acer Aspire 7 A715-76G NH.QMFSI.003 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,57990,91.0,4.55,,heavy,1.0,15.6,1920.0,1080.0,141,12.0,8,0,,0,8.0,,3.0,1,1,0,0,0,0,1,1,0,0.0,3.0,1.0,12.0,intel,i5,nvidia,4.0,Integrated,0,0,1,0,,512.0,regular,high,medium
Lenovo IdeaPad 3 15ITL6 82H803HLIN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,35990,78.0,4.7,medium,medium,1.0,15.6,1920.0,1080.0,141,4.0,8,1,16:9,0,2.0,45.0,,1,0,1,0,0,0,1,0,1,1.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,256.0,regular,high,medium
Lenovo IdeaPad Slim 3 82H803B6IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Lenovo,61601,106.0,4.15,medium,medium,1.0,15.6,1920.0,1080.0,157,8.0,16,1,16:9,0,4.0,45.0,3.0,1,0,1,0,0,0,1,1,1,1.0,1.0,1.0,11.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
Dell Inspiron 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Dell,67990,80.0,4.1,,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,0,,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
Lenovo ThinkBook 15 G3 ACL 21A4003KUS Laptop (AMD Ryzen 7 5700U/ 16GB/ 512 GB SSD/ Win11 Home),Lenovo,59990,112.0,4.15,medium,medium,1.0,15.6,1920.0,1080.0,141,16.0,16,1,,0,8.0,45.0,3.0,1,1,1,0,0,0,0,0,1,2.0,2.0,0.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0,regular,low,medium
Acer Aspire Lite AL15-51 UN.431SI.288 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Acer,44990,85.0,4.3,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,16:9,0,4.0,36.0,3.0,1,1,1,0,0,0,0,0,1,1.0,2.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
Gigabyte Aero 14 OLED BMF Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 6GB Graph),Gigabyte,164990,96.0,4.0,slim,lite,2.0,14.0,2880.0,1800.0,243,20.0,16,1,16:10,0,14.0,63.0,,1,0,0,1,0,0,1,0,1,0.0,1.0,2.0,13.0,intel,i7,nvidia,6.0,rtx4050,0,0,1,0,,1024.0,regular,low,high
Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics),Dell,304990,71.0,4.35,thick,heavy,1.0,15.6,1920.0,1080.0,141,20.0,32,0,16:9,0,14.0,87.0,6.0,1,0,0,1,0,0,1,0,1,0.0,0.0,1.0,12.0,intel,i9,nvidia,8.0,rtx3070ti,1,0,0,0,,1024.0,regular,medium,medium
Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,36490,94.0,4.1,medium,medium,1.0,15.6,1920.0,1080.0,141,4.0,8,1,16:9,0,2.0,,4.0,1,0,1,0,0,0,0,0,1,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
HP 15s-fy5005TU Laptop (12th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),HP,44090,62.0,4.05,,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,16:9,0,6.0,,3.0,1,0,1,0,0,0,0,0,1,0.0,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,1024.0,regular,low,medium
Lenovo IdeaPad Slim 3 82XQ008GIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),Lenovo,41990,90.0,4.65,,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,16:9,0,4.0,47.0,3.0,1,0,1,0,0,0,1,1,1,0.0,2.0,1.0,7.0,amd,5,amd,,Integrated,1,0,0,0,,512.0,regular,high,medium
LG Gram 16 2023 16Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),LG,124199,72.0,4.1,slim,lite,1.0,16.0,1600.0,2560.0,189,16.0,16,1,16:10,0,12.0,80.0,,1,0,0,1,0,0,1,1,1,0.0,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
Lenovo IdeaPad Gaming 3 82K101L7IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,59990,77.0,4.45,thick,heavy,1.0,15.6,1920.0,1080.0,141,8.0,16,1,16:9,0,4.0,,3.0,1,1,0,0,0,0,1,0,1,0.0,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,medium,medium
Lenovo Ideapad Flex 5 82R700C0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,82990,53.0,4.3,slim,lite,1.0,14.0,1920.0,1200.0,157,12.0,16,1,16:9,1,10.0,52.5,,1,0,1,1,0,0,1,1,1,0.0,2.0,1.0,12.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,high
Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,65990,95.0,4.1,medium,medium,1.0,15.6,1920.0,1080.0,157,12.0,8,1,16:9,0,10.0,45.0,3.0,1,1,1,1,0,0,1,1,1,1.0,2.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0,regular,low,high
Infinix Zerobook 13 ZL513 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,66990,135.0,4.35,slim,medium,1.0,15.6,1920.0,1080.0,141,20.0,16,0,,0,14.0,70.0,,1,0,0,0,0,0,1,1,1,2.0,2.0,0.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
MSI Thin GF63 11UCX-1476IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,53990,91.0,4.3,medium,medium,2.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,6.0,52.4,3.0,1,1,0,1,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0,regular,medium,medium
HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),HP,56600,99.0,4.05,medium,lite,1.0,15.6,1366.0,768.0,100,8.0,8,1,,0,6.0,41.0,3.0,1,1,1,0,0,0,0,0,1,0.0,2.0,1.0,12.0,intel,i3,amd,,Integrated,1,0,0,0,,512.0,regular,low,low
LG Gram 14 2023 14Z90R Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),LG,127000,84.0,4.0,,lite,1.0,14.0,1200.0,1920.0,162,16.0,8,1,16:10,1,12.0,72.0,,1,0,0,1,0,0,1,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0,regular,low,high
Dell Latitude 5420 GD723XE42 Laptop (11th Gen Core i5/ 8GB/ 512B SSD/ Win10 Pro),Dell,80990,104.0,4.15,medium,lite,1.0,14.0,1920.0,1080.0,157,8.0,8,1,16:9,0,4.0,,,1,0,1,0,0,0,0,0,1,0.0,2.0,2.0,11.0,intel,i5,intel,,Integrated,0,0,0,0,,512.0,regular,low,high
Lenovo S14 82TW0019IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,52990,66.0,4.2,,,1.0,14.0,1920.0,1080.0,141,12.0,8,1,16:9,0,10.0,45.0,,1,0,1,1,0,0,1,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
Lenovo IdeaPad 5 15ITL05 82FG01UUIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 2GB Graphic),Lenovo,73889,82.0,4.45,slim,medium,1.0,15.6,1920.0,1080.0,141,8.0,16,1,,0,4.0,,3.0,1,0,1,0,0,0,1,0,1,0.0,2.0,1.0,,intel,i7,nvidia,2.0,mx450,0,0,1,0,,512.0,regular,medium,medium
HP Victus 16-d0302TX Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,67999,97.0,4.25,thick,heavy,1.0,16.1,1920.0,1080.0,137,12.0,8,1,16:9,0,6.0,70.0,4.0,1,1,1,0,0,0,1,0,1,0.0,3.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0,regular,low,low
Dell 2023 G16-7630 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),Dell,173990,64.0,4.3,thick,heavy,1.0,16.0,2560.0,1600.0,141,,32,1,,0,14.0,,6.0,1,1,0,0,0,0,1,0,1,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,medium,medium
Dell G16-7630 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Dell,163790,104.0,4.0,thick,heavy,1.0,16.0,2560.0,1600.0,141,,16,1,,0,14.0,,6.0,1,1,0,0,0,0,1,0,1,0.0,3.0,1.0,13.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,1024.0,regular,low,medium
HP 14s-dr3003TU 832T7PA Laptop (Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),HP,29490,107.0,4.75,slim,lite,1.0,14.0,1366.0,768.0,112,4.0,8,1,16:9,0,4.0,,3.0,1,1,1,0,0,0,0,0,1,0.0,2.0,1.0,,intel,7,intel,,Integrated,1,0,0,0,,512.0,regular,high,low
Lenovo IdeaPad 3 15ITL6 82H8038WIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,38889,105.0,4.35,medium,medium,2.0,15.6,1920.0,1080.0,141,4.0,8,1,,0,2.0,45.0,3.0,1,0,1,0,0,0,0,0,1,1.0,1.0,1.0,11.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,medium,medium
Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,34990,81.0,4.15,medium,medium,1.0,15.6,1920.0,1080.0,141,8.0,8,1,,0,6.0,45.0,3.0,1,1,0,0,0,0,0,0,1,1.0,2.0,0.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0,regular,low,medium
Dell Inspiron 7430 IC7430PXXWC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,76490,56.0,4.25,,,1.0,14.0,1920.0,1200.0,162,12.0,8,1,16:10,1,10.0,54.0,3.0,1,0,1,1,0,0,1,1,1,1.0,1.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,high
Infinix INBook X2 Slim Series XL23 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,48990,125.0,4.55,slim,lite,1.0,14.0,1920.0,1080.0,157,8.0,16,0,,0,4.0,50.0,,1,0,0,0,0,0,1,0,1,0.0,2.0,2.0,11.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,high,high
Dell Inspiron 3520 D560872WIN9S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,66499,53.0,4.5,,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,1,,0,10.0,41.0,3.0,1,0,1,1,0,0,1,1,1,1.0,2.0,0.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
Dell Inspiron 5430 IN54308TR2G001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,72450,87.0,4.0,,,1.0,14.0,1920.0,1080.0,141,12.0,16,1,,0,10.0,54.0,4.0,1,0,1,0,0,0,1,0,1,0.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
Dell Inspiron 5430 IN54304D6P9M01ORS1 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Dell,81989,81.0,4.35,,,1.0,14.0,1920.0,1080.0,141,12.0,16,1,,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,1,0.0,2.0,1.0,13.0,intel,i7,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,76990,176.0,4.5,,heavy,1.0,15.6,1920.0,1080.0,141,16.0,16,1,,0,8.0,,4.0,1,1,1,0,0,0,1,0,1,0.0,3.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,1,0,,512.0,regular,medium,medium
Asus Eeebook 15 E510MA-EJ011WS Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Asus,26990,517.0,4.15,,medium,1.0,15.6,1920.0,1080.0,141,2.0,8,1,16:9,0,2.0,42.0,3.0,1,0,0,0,0,0,1,0,1,1.0,1.0,1.0,,intel,7,intel,,Integrated,0,0,1,0,,256.0,popular,low,medium
Dell Inspiron 3530 IN3530NM1NN001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Dell,63990,90.0,4.35,,medium,1.0,15.6,1920.0,1080.0,141,12.0,8,0,,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1,1.0,2.0,0.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,medium,medium
HP ProBook 445 G8 7K2J8PA Business Laptop (AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ FreeDOS),HP,47990,76.0,4.65,medium,lite,1.0,14.0,1920.0,1080.0,157,16.0,8,1,,0,8.0,45.0,3.0,1,1,0,0,0,0,1,1,1,0.0,3.0,1.0,5.0,amd,5,amd,,Integrated,0,1,0,0,,512.0,regular,high,high
MSI Creator Z17 HX Studio A13V Laptop,MSI,247999,84.0,4.45,medium,heavy,3.0,17.0,2560.0,1600.0,178,20.0,32,1,,0,14.0,90.0,3.0,1,1,1,1,0,0,1,1,1,0.0,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,1024.0,regular,medium,high
Dell Inspiron 7630 IC7630GHHRH001ORS1 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Dell,93990,100.0,4.05,medium,heavy,1.0,16.0,1920.0,1200.0,142,12.0,8,1,16:10,1,10.0,86.0,6.0,1,0,1,1,0,0,1,1,1,0.0,2.0,2.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
Dell Vostro 3510 D585049WIN8 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),Dell,43750,68.0,4.2,medium,medium,1.0,15.6,1920.0,1080.0,141,4.0,8,1,,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1,1.0,2.0,0.0,11.0,intel,i3,intel,,Integrated,1,0,0,0,1024.0,0.0,regular,low,medium
HP Victus 15-fb0131AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,54990,329.0,4.25,,heavy,1.0,15.6,1920.0,1080.0,141,12.0,8,1,,0,6.0,,4.0,1,1,1,0,0,0,1,0,1,0.0,3.0,1.0,5.0,amd,5,amd,4.0,rx5600m,0,0,1,0,,512.0,popular,low,medium
HP Pavilion 15s-fq5190TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),HP,68990,102.0,4.15,slim,medium,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,10.0,41.0,3.0,1,0,0,0,0,0,1,0,1,0.0,2.0,1.0,12.0,intel,5,intel,,Integrated,1,0,0,0,,512.0,regular,low,medium
